av_odd_h,av_odd_d,av_odd_g,av_prob_h,av_prob_d,av_prob_g,av_back,bf_odd_h,bf_odd_d,bf_odd_g,bf_prob_h,bf_prob_d,bf_prob_g,bf_back,volume_h,volume_d,volume_g,vol_ratio_h,vol_ratio_d,vol_ratio_g,shui_h,pan,shui_g,profit_h,profit_d,profit_g,pf_idx_h,pf_idx_d,pf_idx_g,hot_idx_h,hot_idx_d,hot_idx_g,qj,qs,kwin,win_cv_0,draw_cv_0,lost_cv_0,win_cv_9,draw_cv_9,lost_cv_9
8.32,4.4,1.42,11.44,21.67,66.89,95.2,9.6,4.6,1.48,10.45,21.8,67.76,100.32,692957.0,825885.0,9165978.0,6.5,7.7,85.8,0.95,-1.0,0.9,4032433.0,6885749.0,-2880828.0,38.0,64.0,-27.0,-43.0,-64.0,28.0,1.0,2.0,0.0,14.539,7.198,5.211,7.273,3.661,3.061
4.27,3.89,1.8,22.38,24.57,53.05,95.59,4.6,4.2,1.85,21.83,23.9,54.27,100.42,2532847.0,1267678.0,14220300.0,14.1,7.0,78.9,0.85,-0.5,1.0,6369724.0,12696570.0,-8286726.0,35.0,70.0,-46.0,-37.0,-71.0,49.0,3.0,2.0,3.0,6.962,5.401,3.325,4.172,3.29,3.35
1.53,4.21,6.42,62.46,22.66,14.88,95.46,1.55,4.4,7.4,64.03,22.56,13.41,99.25,23895670.0,2376437.0,3699803.0,79.7,7.9,12.3,1.1,1.0,0.75,-7066375.0,19515580.0,2593364.0,-24.0,65.0,9.0,28.0,-65.0,-17.0,3.0,1.0,3.0,4.041,5.433,11.896,3.612,3.226,8.554
6.88,4.08,1.52,13.85,23.35,62.8,95.25,7.6,4.4,1.57,13.21,22.82,63.96,100.4,2255003.0,2044210.0,18682890.0,9.8,8.9,81.3,0.85,-0.75,1.0,5844080.0,13987580.0,-6350035.0,25.0,61.0,-28.0,-29.0,-62.0,29.0,0.0,2.0,0.0,8.533,5.163,4.269,6.848,3.733,2.847
1.21,6.77,14.16,79.17,14.1,6.74,95.4,1.23,7.4,18.0,81.0,13.46,5.54,99.63,10318310.0,1101588.0,483250.0,86.7,9.3,4.1,1.05,2.25,0.8,-788372.0,3751392.0,3204643.0,-7.0,32.0,27.0,9.0,-34.0,-40.0,3.0,1.0,3.0,2.313,11.899,51.741,2.149,6.041,14.839
1.99,3.43,3.98,48.01,27.92,24.07,95.73,2.04,3.5,4.5,49.11,28.62,22.26,100.18,1526639.0,424704.0,1198473.0,48.5,13.5,38.0,1.05,0.5,0.8,35473.0,1663352.0,-2243313.0,1.0,53.0,-71.0,1.0,-52.0,58.0,2.0,0.0,3.0,4.539,4.732,8.065,4.096,3.14,5.414
1.32,5.26,10.21,72.42,18.2,9.38,95.72,1.36,5.7,12.0,73.97,17.65,8.38,100.6,3612954.0,376684.0,540701.0,79.8,8.3,11.9,1.075,1.5,0.775,-383279.0,2383240.0,-1958073.0,-8.0,53.0,-43.0,10.0,-54.0,27.0,0.0,1.0,0.0,2.56,7.596,22.53,2.353,5.881,9.062
2.86,3.02,2.73,33.36,31.59,35.04,95.52,2.96,3.2,2.88,33.87,31.33,34.81,100.26,812985.0,498885.0,1247822.0,31.8,19.5,48.7,0.975,0.0,0.875,153256.0,963260.0,-1034036.0,6.0,38.0,-40.0,-5.0,-38.0,39.0,1.0,3.0,0.0,9.004,5.321,10.849,3.147,2.663,4.702
1.16,7.87,18.27,82.6,12.16,5.24,95.68,1.18,8.8,24.0,84.51,11.33,4.16,99.72,11352620.0,546523.0,388220.0,92.4,4.4,3.2,1.1,3.0,0.75,-1108728.0,7477960.0,2970082.0,-9.0,61.0,24.0,12.0,-63.0,-40.0,2.0,3.0,0.0,1.562,11.378,167.023,2.672,8.081,15.758
2.27,3.28,3.36,42.24,29.26,28.5,95.86,2.22,3.45,3.85,45.04,28.98,25.97,99.99,2079425.0,802191.0,1685945.0,45.5,17.6,36.9,0.925,0.25,0.925,-48763.0,1800002.0,-1923327.0,-1.0,39.0,-42.0,8.0,-40.0,30.0,0.0,0.0,1.0,6.312,4.681,13.074,7.085,3.832,7.745
2.41,3.42,2.95,39.63,27.97,32.39,95.64,2.5,3.65,3.05,39.93,27.35,32.73,99.82,1390713.0,723688.0,1871048.0,34.9,18.2,46.9,0.75,0.0,1.1,508667.0,1343988.0,-1721247.0,13.0,34.0,-43.0,-12.0,-35.0,45.0,0.0,2.0,0.0,4.141,4.594,7.862,3.802,3.75,4.131
6.5,4.15,1.53,14.64,22.93,62.44,95.23,6.8,4.3,1.59,14.58,23.06,62.36,99.14,1342378.0,1213161.0,13724030.0,8.2,7.5,84.3,1.025,-0.75,0.825,7151400.0,11062980.0,-5541640.0,44.0,68.0,-34.0,-44.0,-68.0,35.0,1.0,5.0,0.0,10.301,5.262,3.074,6.938,3.644,2.834
3.36,3.54,2.13,28.33,26.9,44.77,95.31,3.55,3.8,2.2,28.19,26.33,45.48,100.07,6276083.0,2838229.0,11169600.0,30.9,14.0,55.1,0.9,-0.25,0.95,-1996184.0,9498639.0,-4289206.0,-10.0,47.0,-21.0,9.0,-48.0,23.0,2.0,6.0,0.0,7.303,5.387,4.377,3.998,4.376,3.486
2.92,3.09,2.61,32.69,30.83,36.48,95.36,3.1,3.25,2.76,32.5,31.0,36.5,100.75,2208822.0,2042210.0,3883029.0,27.2,25.1,47.7,0.925,0.0,0.925,1286713.0,1496879.0,-2583099.0,16.0,18.0,-32.0,-17.0,-19.0,31.0,1.0,1.0,1.0,4.783,3.675,4.798,4.464,2.779,4.788
9.13,5.4,1.32,10.41,17.62,71.97,95.09,11.5,6.2,1.34,8.74,16.22,75.04,100.51,788140.0,454469.0,7433474.0,9.1,5.2,85.7,1.025,-1.5,0.825,-387527.0,5858375.0,-1284773.0,-4.0,68.0,-15.0,-13.0,-70.0,19.0,2.0,1.0,3.0,11.445,6.765,4.402,10.356,5.649,2.698
1.16,7.92,17.58,82.53,12.04,5.42,95.37,1.19,9.0,24.0,84.62,11.19,4.2,100.7,7372216.0,427987.0,345615.0,90.5,5.3,4.2,1.05,2.75,0.8,-627120.0,4293935.0,-148942.0,-8.0,53.0,-2.0,10.0,-56.0,-22.0,4.0,0.0,3.0,2.615,7.257,24.379,1.922,6.947,17.817
1.27,5.78,11.48,75.22,16.48,8.3,95.32,1.29,6.2,14.0,76.91,16.0,7.09,99.21,13275630.0,685659.0,405584.0,92.4,4.8,2.8,1.025,1.75,0.825,-2758690.0,10115790.0,8688699.0,-19.0,70.0,61.0,23.0,-71.0,-66.0,3.0,1.0,3.0,3.096,10.045,21.209,3.08,4.137,13.906
1.35,5.26,8.34,70.46,18.11,11.43,95.32,1.39,5.5,10.0,71.85,18.16,9.99,99.87,4131692.0,421112.0,315260.0,84.9,8.7,6.5,0.975,1.25,0.875,-874988.0,2551948.0,1715464.0,-18.0,52.0,35.0,20.0,-52.0,-43.0,5.0,0.0,3.0,2.803,7.373,10.715,2.858,4.845,10.549
4.37,3.49,1.88,21.85,27.3,50.85,95.4,4.4,3.8,1.95,22.65,26.23,51.12,99.66,743682.0,645511.0,2648681.0,18.4,16.0,65.6,0.95,-0.5,0.9,765673.0,1584932.0,-1127054.0,19.0,39.0,-28.0,-16.0,-41.0,29.0,1.0,5.0,0.0,11.238,5.318,6.935,3.614,3.833,3.207
1.64,3.74,5.88,58.27,25.51,16.21,95.4,1.68,3.8,6.6,58.94,26.06,15.0,99.02,2742371.0,780684.0,751339.0,64.2,18.3,17.6,1.1,0.75,0.75,-332789.0,1307795.0,-684444.0,-8.0,31.0,-16.0,10.0,-28.0,8.0,0.0,0.0,1.0,2.904,4.926,7.536,2.775,2.592,10.275
5.24,3.83,1.67,18.17,24.85,56.98,95.22,6.0,3.95,1.72,16.65,25.29,58.07,99.9,1795713.0,1450364.0,8364439.0,15.5,12.5,72.0,1.075,-0.75,0.775,836238.0,5881578.0,-2776320.0,7.0,51.0,-24.0,-15.0,-50.0,26.0,1.0,1.0,1.0,7.12,6.201,3.444,6.338,3.142,3.5
5.32,3.9,1.65,17.9,24.41,57.69,95.2,5.8,4.2,1.69,17.2,23.76,59.04,99.76,1941415.0,1206132.0,9662319.0,15.2,9.4,75.4,1.1,-0.75,0.75,1549659.0,7744112.0,-3519454.0,12.0,60.0,-27.0,-15.0,-61.0,31.0,1.0,2.0,0.0,9.113,6.143,3.51,5.914,3.739,3.363
2.27,3.35,3.22,41.95,28.48,29.58,95.25,2.36,3.4,3.5,42.22,29.31,28.47,99.64,9296789.0,2514583.0,4230633.0,58.0,15.7,26.4,1.025,0.25,0.825,-5898416.0,7492423.0,1234790.0,-37.0,47.0,8.0,38.0,-45.0,-11.0,1.0,2.0,0.0,3.967,4.953,5.49,3.093,3.131,5.541
3.3,3.22,2.29,28.84,29.61,41.55,95.27,3.55,3.4,2.36,28.18,29.43,42.39,100.04,760638.0,922203.0,1903668.0,21.2,25.7,53.1,1.025,-0.25,0.825,886244.0,451019.0,-906147.0,25.0,13.0,-25.0,-26.0,-13.0,28.0,1.0,0.0,3.0,8.432,4.407,5.633,3.439,2.42,4.547
2.04,3.23,4.05,46.88,29.57,23.56,95.45,2.1,3.4,4.4,47.73,29.48,22.78,100.23,3165810.0,753601.0,1157901.0,62.4,14.8,22.8,1.1,0.5,0.75,-1570889.0,2515069.0,-17453.0,-31.0,50.0,0.0,33.0,-50.0,-3.0,1.0,0.0,3.0,7.617,4.945,10.415,3.37,1.933,6.365
1.57,3.81,6.82,60.93,25.05,14.01,95.49,1.61,3.95,7.8,61.96,25.25,12.79,99.76,3251394.0,530065.0,581759.0,74.5,12.1,13.3,0.925,0.75,0.925,-871526.0,2269461.0,-174502.0,-20.0,52.0,-4.0,22.0,-51.0,-5.0,0.0,1.0,0.0,5.075,9.028,9.156,2.966,3.257,10.123
1.46,4.38,7.47,65.46,21.79,12.76,95.35,1.5,4.6,8.8,66.82,21.79,11.39,100.23,16548930.0,1524526.0,989559.0,86.8,8.0,5.2,1.0,1.0,0.85,-5760380.0,12050190.0,10354900.0,-30.0,63.0,54.0,33.0,-63.0,-59.0,1.0,3.0,0.0,2.697,6.383,14.45,3.413,3.312,9.822
1.75,3.67,4.93,54.65,26.0,19.35,95.46,1.8,3.75,5.6,55.51,26.65,17.84,99.92,5091111.0,661620.0,657950.0,79.4,10.3,10.3,0.8,0.5,1.05,-2753319.0,3929606.0,2726161.0,-43.0,61.0,43.0,45.0,-60.0,-47.0,1.0,1.0,1.0,5.545,5.486,8.961,2.948,3.557,9.29
1.38,5.31,7.29,68.92,17.99,13.09,95.42,1.42,5.5,8.0,69.65,17.98,12.36,98.9,21977190.0,2333694.0,3287674.0,79.6,8.5,11.9,1.05,1.25,0.8,-3609053.0,14763250.0,1297170.0,-13.0,53.0,5.0,16.0,-53.0,-9.0,5.0,1.0,3.0,2.822,7.799,11.283,3.163,5.553,9.617
4.84,3.71,1.74,19.68,25.7,54.62,95.27,5.2,3.85,1.81,19.14,25.86,55.0,99.53,1581685.0,1331540.0,9843934.0,12.4,10.4,77.2,0.825,-0.5,1.025,4532398.0,7630730.0,-5060361.0,36.0,60.0,-40.0,-37.0,-59.0,41.0,0.0,1.0,0.0,18.081,10.547,7.214,4.865,2.883,4.358
11.7,6.61,1.23,8.13,14.38,77.49,95.13,15.0,8.0,1.24,6.68,12.52,80.8,100.2,1505810.0,1265046.0,22367650.0,6.0,5.0,89.0,1.1,-2.25,0.75,2551354.0,15018140.0,-2597380.0,10.0,60.0,-10.0,-26.0,-65.0,15.0,1.0,3.0,0.0,18.07,8.732,2.768,14.147,10.051,3.4
3.65,3.44,2.06,26.09,27.69,46.22,95.24,3.95,3.65,2.14,25.46,27.55,46.99,100.57,1154466.0,1071825.0,5960001.0,14.1,13.1,72.8,0.875,-0.25,0.975,3626151.0,4274131.0,-4568111.0,44.0,52.0,-56.0,-46.0,-53.0,58.0,2.0,0.0,3.0,5.7,5.654,4.215,4.129,3.018,4.106
1.36,5.24,8.01,69.91,18.19,11.9,95.31,1.39,5.8,9.4,72.07,17.27,10.66,100.18,19870090.0,1327357.0,1852020.0,86.2,5.8,8.0,0.975,1.25,0.875,-4569957.0,15350790.0,5640477.0,-20.0,67.0,25.0,23.0,-68.0,-33.0,4.0,1.0,3.0,7.415,12.905,20.874,3.086,4.64,7.767
2.0,3.44,3.88,47.73,27.69,24.58,95.25,2.04,3.65,4.2,48.91,27.34,23.76,99.78,9057739.0,1480760.0,1968319.0,72.4,11.8,15.7,1.05,0.5,0.8,-5970969.0,7102044.0,4239879.0,-48.0,57.0,34.0,52.0,-57.0,-36.0,0.0,1.0,0.0,6.65,6.396,9.477,2.859,3.192,6.087
1.36,5.29,7.93,69.99,18.0,12.01,95.19,1.4,5.6,9.4,71.48,17.87,10.65,100.07,23959200.0,1575760.0,1312403.0,89.2,5.9,4.9,1.0,1.25,0.85,-6695518.0,18023110.0,14510780.0,-25.0,67.0,54.0,28.0,-67.0,-59.0,4.0,1.0,3.0,4.282,10.204,23.38,3.087,4.969,11.294
8.25,4.86,1.38,11.54,19.59,68.87,95.23,9.4,5.1,1.42,10.57,19.48,69.95,99.36,1301301.0,1358739.0,23391030.0,5.0,5.2,89.8,1.05,-1.25,0.8,13818840.0,19121500.0,-7164192.0,53.0,73.0,-28.0,-57.0,-73.0,30.0,0.0,3.0,0.0,13.822,9.427,5.232,11.212,4.878,3.144
1.27,5.81,11.17,75.05,16.41,8.54,95.4,1.29,6.6,14.5,77.86,15.22,6.93,100.44,10322720.0,639676.0,541328.0,89.7,5.6,4.7,1.025,1.75,0.825,-1812585.0,7281864.0,3654469.0,-16.0,63.0,32.0,20.0,-66.0,-45.0,0.0,0.0,1.0,2.875,7.923,20.392,2.213,5.917,15.129
2.39,3.03,3.34,39.93,31.5,28.57,95.41,2.56,3.15,3.5,39.31,31.94,28.75,100.63,3015250.0,1492234.0,1709366.0,48.5,24.0,27.5,0.825,0.0,1.025,-1502190.0,1516313.0,234069.0,-24.0,24.0,4.0,21.0,-24.0,-4.0,1.0,2.0,0.0,3.937,4.282,7.797,5.779,2.399,5.971
2.01,3.51,3.8,47.58,27.26,25.16,95.56,2.06,3.6,4.2,48.48,27.74,23.78,99.87,5896480.0,779285.0,960096.0,77.2,10.2,12.6,1.075,0.5,0.775,-4510888.0,4830435.0,3603458.0,-59.0,63.0,47.0,62.0,-63.0,-50.0,2.0,2.0,1.0,3.448,5.746,9.556,3.571,3.877,5.314
2.27,3.12,3.49,42.0,30.63,27.36,95.41,2.4,3.2,3.75,41.84,31.38,26.78,100.42,3481041.0,1372167.0,1370128.0,55.9,22.0,22.0,1.05,0.25,0.8,-2131163.0,1832402.0,1085356.0,-34.0,29.0,17.0,33.0,-28.0,-20.0,0.0,2.0,0.0,8.088,7.535,11.915,6.13,2.988,7.186
5.56,4.06,1.6,17.11,23.47,59.42,95.2,6.2,4.2,1.65,16.04,23.68,60.28,99.45,2472660.0,1961087.0,19750150.0,10.2,8.1,81.7,0.975,-0.75,0.875,8853404.0,15947330.0,-8403849.0,37.0,66.0,-35.0,-40.0,-65.0,37.0,0.0,2.0,0.0,8.994,5.977,3.384,6.562,3.009,3.942
2.53,3.45,2.73,37.56,27.55,34.89,95.11,2.64,3.6,2.9,37.83,27.74,34.43,99.87,1407115.0,1043180.0,1169479.0,38.9,28.8,32.3,0.825,0.0,1.025,-95010.0,-135674.0,228285.0,-3.0,-4.0,6.0,3.0,5.0,-7.0,3.0,3.0,1.0,4.533,5.459,6.222,3.724,3.008,5.366
1.97,3.76,3.64,48.38,25.39,26.23,95.47,2.0,3.95,4.0,49.84,25.24,24.92,99.68,77468800.0,10655740.0,20462790.0,71.3,9.8,18.8,1.0,0.5,0.85,-46350270.0,66497160.0,26736170.0,-43.0,61.0,25.0,47.0,-61.0,-28.0,2.0,1.0,3.0,4.344,4.976,10.836,3.117,3.605,6.728
3.44,3.87,2.01,27.81,24.66,47.54,95.53,3.75,4.0,2.06,26.61,24.95,48.44,99.79,1990577.0,1670054.0,11187830.0,13.4,11.2,75.3,1.075,-0.5,0.775,7383797.0,8168245.0,-8198468.0,50.0,55.0,-55.0,-52.0,-54.0,58.0,1.0,0.0,3.0,5.647,4.853,3.698,4.194,3.428,3.855
1.95,3.34,4.24,48.88,28.56,22.55,95.51,1.99,3.5,4.7,50.2,28.54,21.26,99.9,5379113.0,989315.0,698529.0,76.1,14.0,9.9,1.1,0.5,0.75,-3637478.0,3604355.0,3783871.0,-51.0,51.0,54.0,56.0,-51.0,-56.0,1.0,2.0,0.0,3.525,3.994,7.714,3.196,2.866,5.925
2.33,3.29,3.18,41.03,28.99,29.99,95.46,2.46,3.4,3.35,40.69,29.44,29.88,100.1,2365908.0,1141874.0,1094026.0,51.4,24.8,23.8,1.1,0.25,0.75,-1218326.0,719436.0,936821.0,-26.0,16.0,20.0,25.0,-14.0,-21.0,1.0,2.0,0.0,4.824,3.149,6.821,4.177,3.115,4.317
9.61,5.12,1.33,9.9,18.59,71.51,95.18,11.0,5.8,1.37,9.15,17.36,73.49,100.65,914900.0,1058298.0,12522790.0,6.3,7.3,86.4,1.1,-1.5,0.75,4432086.0,8357858.0,-2660234.0,31.0,58.0,-18.0,-36.0,-61.0,21.0,0.0,1.0,0.0,17.186,9.561,4.199,8.965,4.4,3.253
2.42,3.22,3.1,39.51,29.69,30.8,95.48,2.52,3.3,3.35,39.75,30.35,29.9,100.17,2173727.0,1275581.0,1108216.0,47.7,28.0,24.3,0.775,0.0,1.075,-920268.0,348107.0,845001.0,-20.0,8.0,19.0,21.0,-6.0,-21.0,2.0,1.0,3.0,6.013,2.65,8.785,3.731,3.021,3.815
2.15,3.18,3.76,44.54,30.07,25.39,95.56,2.22,3.35,4.0,45.09,29.88,25.03,100.1,1984047.0,981288.0,522131.0,56.9,28.1,15.0,0.925,0.25,0.925,-917119.0,200151.0,1398942.0,-26.0,6.0,40.0,28.0,-6.0,-41.0,0.0,0.0,1.0,5.238,2.569,8.011,3.144,3.131,5.481
1.2,6.61,15.63,79.43,14.45,6.11,95.54,1.22,7.4,21.0,81.77,13.48,4.75,99.76,8554325.0,950138.0,466719.0,85.8,9.5,4.7,1.1,2.5,0.75,-465095.0,2940161.0,170083.0,-5.0,29.0,2.0,8.0,-34.0,-23.0,2.0,1.0,3.0,3.529,9.475,19.879,1.999,7.407,16.14
1.7,3.92,4.88,56.06,24.36,19.58,95.52,1.75,4.2,5.4,57.45,23.94,18.62,100.54,8751009.0,982658.0,1541201.0,77.6,8.7,13.7,0.75,0.5,1.1,-4039398.0,7147705.0,2952383.0,-36.0,63.0,26.0,38.0,-64.0,-30.0,2.0,0.0,3.0,4.258,4.719,8.498,2.8,3.183,5.843
2.08,3.5,3.55,45.88,27.26,26.85,95.3,2.16,3.6,3.9,46.43,27.86,25.71,100.29,14851360.0,4419444.0,4232534.0,63.2,18.8,18.0,0.875,0.25,0.975,-8575596.0,7593336.0,6996451.0,-36.0,32.0,30.0,38.0,-31.0,-33.0,0.0,1.0,0.0,6.103,4.896,5.23,3.562,3.255,5.421
1.18,7.11,15.24,80.37,13.38,6.24,95.15,1.2,8.2,19.5,82.79,12.12,5.09,99.35,45505770.0,2808586.0,1545157.0,91.3,5.6,3.1,1.1,2.75,0.75,-4747413.0,26829110.0,19728950.0,-10.0,54.0,40.0,14.0,-58.0,-50.0,3.0,0.0,3.0,2.867,9.531,17.487,2.279,7.941,15.096
2.31,3.12,3.42,41.43,30.65,27.92,95.5,2.36,3.3,3.7,42.5,30.39,27.11,100.3,2999066.0,1400862.0,1769024.0,48.6,22.7,28.7,1.025,0.25,0.825,-908844.0,1546108.0,-376437.0,-15.0,25.0,-6.0,17.0,-26.0,3.0,4.0,3.0,3.0,4.239,3.511,6.209,2.902,2.505,4.394
1.21,6.7,13.33,78.64,14.22,7.14,95.2,1.23,8.2,16.5,81.66,12.25,6.09,100.44,8391779.0,443190.0,367199.0,91.2,4.8,4.0,1.05,2.25,0.8,-1119720.0,5568010.0,3143385.0,-12.0,60.0,34.0,16.0,-66.0,-44.0,4.0,3.0,3.0,2.129,7.212,16.114,2.118,6.916,13.383
1.34,5.13,9.38,71.18,18.63,10.19,95.54,1.37,5.6,10.5,72.72,17.79,9.49,99.63,8712622.0,945094.0,727329.0,83.9,9.1,7.0,1.1,1.5,0.75,-1551247.0,5092519.0,2748091.0,-15.0,49.0,27.0,18.0,-51.0,-31.0,2.0,1.0,3.0,2.526,7.616,14.377,2.845,3.952,9.421
2.04,3.21,4.05,46.68,29.77,23.55,95.41,2.12,3.3,4.5,47.31,30.4,22.29,100.3,3160439.0,802969.0,731271.0,67.3,17.1,15.6,0.85,0.25,1.0,-2005451.0,2044881.0,1403960.0,-43.0,44.0,30.0,44.0,-43.0,-34.0,3.0,0.0,3.0,2.685,4.242,9.269,3.174,1.731,6.112
2.84,3.31,2.53,33.54,28.82,37.64,95.27,3.0,3.5,2.62,33.31,28.55,38.14,99.93,1191524.0,1240208.0,1126036.0,33.5,34.9,31.7,0.825,0.0,1.025,-16804.0,-782960.0,607554.0,0.0,-22.0,17.0,0.0,21.0,-16.0,2.0,1.0,3.0,3.513,4.382,3.796,4.158,3.741,3.598
1.71,3.8,5.09,55.95,25.23,18.82,95.77,1.75,3.95,5.8,57.31,25.39,17.29,100.29,2517037.0,563821.0,574331.0,68.9,15.4,15.7,0.75,0.5,1.1,-749626.0,1428096.0,324069.0,-21.0,39.0,9.0,23.0,-39.0,-17.0,0.0,0.0,1.0,3.284,5.852,9.43,3.67,4.396,7.909
2.14,3.58,3.35,44.69,26.75,28.56,95.64,2.22,3.7,3.55,44.94,26.96,28.1,99.77,2958281.0,1035477.0,1096885.0,58.1,20.3,21.5,0.925,0.25,0.925,-1476741.0,1259378.0,1196701.0,-29.0,25.0,23.0,30.0,-24.0,-25.0,2.0,0.0,3.0,4.32,6.931,4.599,4.176,3.444,6.029
3.14,3.46,2.26,30.33,27.57,42.1,95.29,3.4,3.6,2.36,29.54,27.9,42.56,100.44,3852104.0,2903255.0,7353562.0,27.3,20.6,52.1,1.025,-0.25,0.825,1011767.0,3657204.0,-3245485.0,7.0,26.0,-23.0,-10.0,-25.0,24.0,2.0,0.0,3.0,5.449,4.548,5.793,5.386,2.078,3.811
20.97,9.0,1.12,4.55,10.59,84.86,95.42,30.0,12.0,1.14,3.35,8.38,88.26,100.5,876259.0,1619159.0,25453310.0,3.1,5.8,91.1,0.875,-3.0,0.975,1660960.0,8518824.0,-1068045.0,6.0,31.0,-4.0,-31.0,-45.0,7.0,0.0,3.0,0.0,28.658,13.116,3.795,19.499,13.334,2.603
5.49,3.71,1.67,17.36,25.69,56.95,95.36,5.7,3.9,1.75,17.49,25.56,56.96,99.69,1864409.0,2761229.0,14773850.0,9.6,14.2,76.2,0.75,-0.5,1.1,8772356.0,8630694.0,-6454749.0,45.0,45.0,-33.0,-45.0,-45.0,34.0,1.0,2.0,0.0,29.133,39.776,6.981,4.527,4.105,2.752
2.45,3.18,3.08,38.97,29.99,31.04,95.45,2.52,3.35,3.3,39.75,29.9,30.35,100.17,2473862.0,1544501.0,1207845.0,47.3,29.6,23.1,0.775,0.0,1.075,-1007924.0,52130.0,1240320.0,-19.0,1.0,24.0,21.0,-1.0,-26.0,4.0,2.0,3.0,4.113,3.457,5.525,3.054,2.851,4.183
3.6,3.18,2.19,26.49,29.99,43.52,95.36,3.9,3.2,2.3,25.55,31.14,43.32,99.64,1350797.0,1535171.0,6019738.0,15.2,17.2,67.6,0.975,-0.25,0.875,3637598.0,3993159.0,-4939691.0,41.0,45.0,-55.0,-43.0,-43.0,55.0,0.0,1.0,0.0,9.227,3.5,3.051,5.03,3.112,3.975
1.99,3.46,3.89,47.88,27.58,24.54,95.48,2.06,3.65,4.3,48.94,27.62,23.44,100.82,4411950.0,910998.0,753291.0,72.6,15.0,12.4,1.075,0.5,0.775,-3012378.0,2751096.0,2837088.0,-50.0,45.0,47.0,52.0,-46.0,-49.0,3.0,0.0,3.0,4.971,4.199,7.871,2.533,2.679,5.443
1.22,6.67,12.73,78.22,14.29,7.49,95.34,1.24,7.6,15.5,80.44,13.12,6.44,99.75,13878310.0,850482.0,540448.0,90.9,5.6,3.5,1.1,2.25,0.75,-1939865.0,8805577.0,6892296.0,-13.0,58.0,45.0,16.0,-61.0,-53.0,2.0,1.0,3.0,2.001,8.238,16.419,1.496,7.325,12.834
1.32,5.34,10.01,72.57,17.89,9.54,95.58,1.38,5.5,11.0,72.66,18.23,9.11,100.27,20705240.0,1449418.0,774624.0,90.3,6.3,3.4,0.95,1.25,0.9,-5643948.0,14957480.0,14408410.0,-25.0,65.0,63.0,24.0,-65.0,-65.0,2.0,2.0,1.0,2.106,13.386,22.658,3.532,6.153,10.614
16.13,7.53,1.17,5.89,12.62,81.49,95.03,20.0,9.0,1.18,4.96,11.02,84.03,99.2,684122.0,876931.0,16753260.0,3.7,4.8,91.5,1.1,-3.0,0.75,4631870.0,10421930.0,-1454533.0,25.0,57.0,-8.0,-37.0,-62.0,12.0,2.0,1.0,3.0,14.092,9.887,2.582,15.164,10.691,2.158
2.46,3.23,3.0,38.78,29.46,31.76,95.26,2.56,3.4,3.25,39.36,29.64,31.0,100.76,2908158.0,1735950.0,1573355.0,46.8,27.9,25.3,0.825,0.0,1.025,-1227422.0,315233.0,1104059.0,-20.0,5.0,18.0,21.0,-5.0,-20.0,1.0,1.0,1.0,4.307,3.095,5.924,4.022,3.072,3.382
5.42,4.16,1.6,17.59,22.94,59.47,95.36,6.2,4.3,1.65,16.13,23.26,60.61,100.01,1182460.0,1077650.0,12056870.0,8.3,7.5,84.2,0.975,-0.75,0.875,6985729.0,9683086.0,-5576856.0,49.0,68.0,-39.0,-53.0,-67.0,42.0,4.0,0.0,3.0,6.977,6.494,2.848,4.898,3.997,2.931
1.23,6.61,11.66,77.39,14.43,8.18,95.37,1.27,7.2,13.5,78.71,13.88,7.4,99.96,23485830.0,1207359.0,1019369.0,91.3,4.7,4.0,1.075,2.0,0.775,-4114446.0,17019570.0,11951080.0,-16.0,66.0,47.0,18.0,-67.0,-52.0,1.0,1.0,1.0,2.456,9.963,15.357,2.327,5.132,13.006
1.58,4.08,5.97,60.57,23.43,16.0,95.56,1.63,4.2,6.6,61.16,23.74,15.1,99.69,9492149.0,1488254.0,1265875.0,77.5,12.2,10.3,0.95,0.75,0.9,-3225925.0,5995612.0,3891503.0,-26.0,49.0,32.0,28.0,-48.0,-35.0,2.0,1.0,3.0,7.149,9.996,19.742,3.244,3.49,7.106
1.41,4.48,8.67,67.72,21.28,11.0,95.37,1.46,4.8,9.8,68.82,20.93,10.25,100.48,10088560.0,1404378.0,948915.0,81.1,11.3,7.6,0.925,1.0,0.925,-2287445.0,5700838.0,3142485.0,-18.0,46.0,25.0,20.0,-47.0,-31.0,1.0,0.0,3.0,2.924,5.798,14.717,2.582,4.021,7.103
2.42,3.2,3.08,39.35,29.74,30.92,95.25,2.52,3.3,3.3,39.57,30.22,30.22,99.72,1889205.0,1259988.0,835542.0,47.4,31.6,21.0,0.775,0.0,1.075,-776062.0,-173225.0,1227447.0,-19.0,-4.0,31.0,20.0,6.0,-32.0,0.0,0.0,1.0,4.22,3.671,4.709,3.548,2.5,5.511
2.55,3.28,2.87,37.54,29.15,33.31,95.55,2.68,3.4,2.98,37.21,29.33,33.46,99.72,1433464.0,1442043.0,888126.0,38.1,38.3,23.6,0.875,0.0,0.975,-78051.0,-1139313.0,1117018.0,-2.0,-30.0,30.0,1.0,31.0,-29.0,1.0,1.0,1.0,5.266,3.821,6.92,2.319,2.953,4.223
