av_odd_h,av_odd_d,av_odd_g,av_prob_h,av_prob_d,av_prob_g,av_back,bf_odd_h,bf_odd_d,bf_odd_g,bf_prob_h,bf_prob_d,bf_prob_g,bf_back,volume_h,volume_d,volume_g,vol_ratio_h,vol_ratio_d,vol_ratio_g,shui_h,pan,shui_g,profit_h,profit_d,profit_g,pf_idx_h,pf_idx_d,pf_idx_g,hot_idx_h,hot_idx_d,hot_idx_g,qj,qs,kwin,win_cv_0,draw_cv_0,lost_cv_0,win_cv_9,draw_cv_9,lost_cv_9
2.61,3.01,2.91,36.23,31.36,32.41,94.45,2.78,3.15,3.05,35.79,31.59,32.62,99.5,248264.0,151895.0,39943.0,56.4,34.5,9.1,0.925,0.0,0.925,-250072.0,-38367.0,318276.0,-57.0,-9.0,72.0,56.0,10.0,-72.0,1.0,1.0,1.0,5.502,3.897,6.136,3.367,1.899,3.963
2.1,3.37,3.49,45.0,27.98,27.02,94.42,2.2,3.55,3.8,45.48,28.19,26.33,100.06,583383.0,96403.0,81102.0,76.7,12.7,10.7,0.9,0.25,0.95,-522555.0,418657.0,452700.0,-69.0,55.0,59.0,70.0,-55.0,-61.0,3.0,0.0,3.0,4.246,3.86,6.079,2.741,2.88,5.923
3.11,3.08,2.41,30.28,30.59,39.13,94.17,3.35,3.25,2.54,29.85,30.77,39.37,100.0,426452.0,195086.0,733888.0,31.5,14.4,54.1,0.775,0.0,1.075,-73188.0,721397.0,-508650.0,-5.0,53.0,-38.0,4.0,-53.0,38.0,0.0,2.0,0.0,5.811,2.781,3.345,5.126,4.285,4.567
5.81,4.44,1.51,16.27,21.29,62.44,94.58,6.4,4.9,1.56,15.6,20.38,64.02,99.84,171019.0,132070.0,2655842.0,5.8,4.5,89.8,0.85,-0.75,1.0,1864409.0,2311788.0,-1184182.0,63.0,78.0,-40.0,-64.0,-79.0,44.0,1.0,0.0,3.0,9.647,7.885,6.513,9.741,6.348,3.925
1.96,3.52,3.79,48.26,26.86,24.88,94.42,2.0,3.75,4.2,49.76,26.54,23.7,99.52,984563.0,282357.0,453517.0,57.2,16.4,26.4,1.0,0.5,0.85,-248689.0,661598.0,-184334.0,-14.0,38.0,-11.0,19.0,-39.0,6.0,2.0,0.0,3.0,2.659,3.892,8.083,5.176,5.746,9.094
1.24,6.18,11.18,76.27,15.28,8.45,94.49,1.26,7.2,14.0,79.05,13.83,7.11,99.6,3132562.0,171812.0,150128.0,90.7,5.0,4.3,1.05,2.0,0.8,-492526.0,2217456.0,1352710.0,-14.0,64.0,39.0,19.0,-67.0,-49.0,2.0,1.0,3.0,1.795,5.58,12.864,2.403,6.966,14.827
1.44,4.25,7.76,65.6,22.22,12.18,94.43,1.5,4.4,9.2,66.49,22.67,10.84,99.73,952773.0,190732.0,112947.0,75.8,15.2,9.0,1.0,1.0,0.85,-172708.0,417231.0,217340.0,-14.0,33.0,17.0,16.0,-32.0,-26.0,2.0,0.0,3.0,3.155,4.544,10.407,2.198,4.659,11.476
1.82,3.46,4.51,51.85,27.27,20.88,94.24,1.9,3.7,5.0,52.81,27.12,20.07,100.34,1023431.0,199118.0,259310.0,69.1,13.4,17.5,0.9,0.5,0.95,-462660.0,745122.0,185309.0,-31.0,50.0,13.0,33.0,-51.0,-16.0,1.0,0.0,3.0,8.719,6.541,15.337,2.713,2.545,5.477
2.15,3.03,3.82,43.98,31.24,24.78,94.56,2.26,3.1,4.3,44.35,32.34,23.31,100.23,1517044.0,426583.0,205828.0,70.6,19.8,9.6,0.95,0.25,0.9,-1279064.0,827048.0,1264395.0,-60.0,38.0,59.0,60.0,-36.0,-61.0,3.0,0.0,3.0,2.884,4.313,5.445,5.5,2.324,9.818
2.11,3.11,3.83,44.89,30.41,24.7,94.56,2.22,3.25,4.3,45.47,31.06,23.47,100.94,439897.0,231877.0,137487.0,54.4,28.7,17.0,0.925,0.25,0.925,-167310.0,55661.0,218067.0,-21.0,7.0,27.0,21.0,-6.0,-31.0,2.0,1.0,3.0,3.031,3.883,7.456,4.762,2.544,7.03
3.08,2.98,2.51,30.64,31.71,37.64,94.41,3.45,3.05,2.64,29.09,32.9,38.01,100.36,78043.0,81045.0,151260.0,25.1,26.1,48.7,0.825,0.0,1.025,41100.0,63161.0,-88978.0,13.0,20.0,-29.0,-18.0,-18.0,29.0,0.0,0.0,1.0,6.951,3.622,4.307,6.204,2.128,3.842
1.91,3.2,4.49,49.39,29.55,21.05,94.48,2.0,3.3,5.2,50.23,30.44,19.32,100.46,1051373.0,168194.0,129482.0,77.9,12.5,9.6,1.0,0.5,0.85,-753697.0,794009.0,675743.0,-56.0,59.0,50.0,58.0,-58.0,-54.0,0.0,0.0,1.0,3.113,3.69,7.81,2.347,2.144,8.224
2.45,2.95,3.2,38.56,31.97,29.47,94.34,2.62,3.1,3.5,38.55,32.58,28.86,101.0,317112.0,67732.0,62430.0,70.9,15.1,14.0,0.825,0.0,1.025,-383559.0,237305.0,228769.0,-86.0,53.0,51.0,84.0,-53.0,-53.0,2.0,0.0,3.0,3.223,4.815,5.478,3.953,1.737,4.725
5.79,4.4,1.51,16.27,21.41,62.32,94.19,6.2,4.8,1.57,16.02,20.7,63.28,99.32,523265.0,632316.0,3566337.0,11.1,13.4,75.5,0.85,-0.75,1.0,1477675.0,1686801.0,-877231.0,31.0,36.0,-19.0,-32.0,-37.0,21.0,0.0,1.0,0.0,12.343,10.2,4.987,6.301,4.731,3.283
3.11,3.37,2.26,30.31,28.02,41.67,94.34,3.4,3.55,2.36,29.43,28.18,42.39,100.06,179887.0,111247.0,595343.0,20.3,12.5,67.2,1.025,-0.25,0.825,274861.0,491550.0,-518532.0,31.0,55.0,-58.0,-33.0,-55.0,61.0,0.0,1.0,0.0,4.709,3.445,5.005,4.867,2.507,2.729
2.83,3.08,2.63,33.36,30.65,36.0,94.51,2.94,3.25,2.84,34.02,30.77,35.21,100.02,470214.0,305926.0,1301299.0,22.6,14.7,62.6,0.925,0.0,0.925,695010.0,1083180.0,-1618250.0,33.0,52.0,-78.0,-32.0,-52.0,74.0,1.0,1.0,1.0,5.254,5.107,5.448,2.544,2.361,4.693
1.2,7.14,12.44,79.13,13.26,7.61,94.68,1.2,8.6,18.5,83.03,11.59,5.39,99.64,5640383.0,147455.0,93981.0,95.9,2.5,1.6,1.1,2.75,0.75,-886641.0,4613706.0,4143171.0,-15.0,78.0,70.0,21.0,-81.0,-79.0,3.0,0.0,3.0,2.249,8.679,19.414,2.289,5.869,16.739
2.58,3.0,2.97,36.68,31.52,31.8,94.53,2.74,3.1,3.1,36.13,31.93,31.93,99.0,86764.0,110430.0,111951.0,28.1,35.7,36.2,0.875,0.0,0.975,71412.0,-33188.0,-37903.0,23.0,-11.0,-12.0,-23.0,13.0,14.0,1.0,0.0,3.0,4.974,3.901,4.819,4.279,3.44,2.692
2.6,2.92,3.01,36.31,32.34,31.35,94.38,2.78,3.05,3.2,35.97,32.78,31.25,100.0,650585.0,353311.0,246103.0,52.0,28.3,19.7,0.925,0.0,0.925,-558627.0,172400.0,462469.0,-45.0,14.0,37.0,43.0,-13.0,-37.0,1.0,0.0,3.0,4.701,4.307,3.626,4.239,2.124,4.865
2.15,2.98,3.86,43.83,31.73,24.44,94.44,2.24,3.15,4.3,44.8,31.86,23.34,100.35,524947.0,120647.0,32910.0,77.4,17.8,4.9,0.95,0.25,0.9,-497377.0,298466.0,536991.0,-73.0,44.0,79.0,77.0,-44.0,-80.0,2.0,4.0,0.0,3.642,4.552,5.242,3.154,2.289,6.561
2.18,3.03,3.72,43.42,31.18,25.4,94.5,2.28,3.1,4.1,43.64,32.1,24.27,99.5,414522.0,125816.0,62940.0,68.7,20.9,10.4,1.025,0.25,0.825,-341832.0,213248.0,345224.0,-57.0,35.0,57.0,58.0,-33.0,-59.0,1.0,0.0,3.0,3.55,3.836,4.685,3.979,2.866,5.937
1.78,3.43,4.82,52.93,27.5,19.58,94.43,1.83,3.6,5.7,54.66,27.79,17.55,100.03,62901.0,40419.0,16304.0,52.6,33.8,13.6,0.825,0.5,1.025,4515.0,-25884.0,26691.0,4.0,-22.0,22.0,-1.0,23.0,-30.0,1.0,1.0,1.0,6.019,3.181,10.068,2.422,3.209,6.849
2.8,3.24,2.55,33.79,29.18,37.03,94.47,2.92,3.4,2.76,34.28,29.44,36.27,100.1,357567.0,151624.0,496017.0,35.6,15.1,49.3,0.925,0.0,0.925,-38888.0,489686.0,-363799.0,-4.0,49.0,-36.0,5.0,-48.0,33.0,1.0,1.0,1.0,4.937,4.47,4.232,3.565,2.529,3.148
2.88,3.43,2.38,32.81,27.49,39.71,94.42,3.1,3.6,2.5,32.25,27.77,39.99,99.98,676310.0,278497.0,1440555.0,28.2,11.6,60.1,0.75,0.0,1.1,298801.0,1392773.0,-1206026.0,12.0,58.0,-50.0,-14.0,-58.0,51.0,2.0,0.0,3.0,11.992,5.23,5.75,5.04,3.117,4.748
12.15,6.68,1.21,7.76,14.12,78.13,94.3,18.5,8.0,1.21,5.38,12.43,82.19,99.53,58227.0,159009.0,4310791.0,1.3,3.5,95.2,1.05,-2.5,0.8,3450828.0,3255955.0,-688030.0,76.0,72.0,-15.0,-83.0,-75.0,22.0,1.0,2.0,0.0,12.177,9.859,2.87,15.721,7.081,2.118
3.27,3.14,2.29,28.79,30.02,41.19,94.23,3.4,3.4,2.4,29.27,29.27,41.46,99.52,352545.0,173041.0,511917.0,34.0,16.7,49.3,1.05,-0.25,0.8,-161150.0,449164.0,-191098.0,-16.0,43.0,-18.0,18.0,-44.0,20.0,2.0,2.0,1.0,6.429,3.393,5.138,4.488,3.454,3.397
1.95,3.08,4.56,48.5,30.74,20.76,94.63,2.02,3.1,5.2,49.02,31.94,19.04,99.02,1327381.0,215322.0,304183.0,71.9,11.7,16.5,1.025,0.5,0.825,-834424.0,1179388.0,265135.0,-45.0,64.0,14.0,48.0,-62.0,-21.0,2.0,2.0,1.0,2.842,3.032,8.24,3.995,2.883,10.045
2.39,3.0,3.25,39.48,31.5,29.02,94.38,2.5,3.2,3.5,40.07,31.31,28.62,100.18,548789.0,262842.0,251651.0,51.6,24.7,23.7,0.75,0.0,1.1,-308691.0,222188.0,182504.0,-29.0,21.0,17.0,31.0,-22.0,-18.0,1.0,0.0,3.0,6.132,3.754,5.562,2.454,2.647,5.316
3.01,2.87,2.64,31.36,32.88,35.76,94.49,3.2,3.05,2.82,31.41,32.95,35.64,100.51,110710.0,112599.0,227786.0,24.5,25.0,50.5,0.925,0.0,0.925,96823.0,107668.0,-191262.0,21.0,24.0,-42.0,-22.0,-24.0,41.0,0.0,0.0,1.0,5.972,3.526,3.539,5.562,2.405,3.808
1.57,3.93,5.86,59.95,23.97,16.08,94.23,1.64,4.4,6.4,61.39,22.88,15.73,100.68,1732319.0,263499.0,464862.0,70.4,10.7,18.9,0.975,0.75,0.875,-380323.0,1301284.0,-514437.0,-15.0,53.0,-21.0,17.0,-55.0,17.0,1.0,0.0,3.0,2.043,4.477,8.88,3.125,3.706,8.389
1.25,5.97,10.74,75.37,15.83,8.8,94.57,1.3,6.6,13.5,77.32,15.23,7.45,100.52,1203441.0,70615.0,40154.0,91.6,5.4,3.1,1.05,1.75,0.8,-250263.0,848151.0,772131.0,-19.0,65.0,59.0,21.0,-66.0,-65.0,5.0,1.0,3.0,2.778,7.622,12.3,1.946,4.966,13.194
1.83,3.6,4.25,51.65,26.17,22.18,94.28,1.88,3.75,5.0,53.27,26.7,20.03,100.15,742245.0,155669.0,195233.0,67.9,14.2,17.9,0.875,0.5,0.975,-302274.0,509388.0,116982.0,-28.0,47.0,11.0,31.0,-46.0,-19.0,2.0,0.0,3.0,2.895,3.795,11.48,2.061,2.195,7.316
2.45,2.97,3.19,38.51,31.85,29.64,94.44,2.76,3.05,3.25,36.31,32.86,30.83,100.22,786783.0,365334.0,1311152.0,31.9,14.8,53.2,0.925,0.0,0.925,291748.0,1349000.0,-1797975.0,12.0,55.0,-73.0,-17.0,-53.0,80.0,1.0,2.0,0.0,4.343,3.611,3.358,4.037,2.414,4.389
2.67,3.29,2.61,35.29,28.63,36.07,94.22,2.82,3.55,2.78,35.6,28.28,36.12,100.39,579872.0,181316.0,725690.0,39.0,12.2,48.8,0.925,0.0,0.925,-148361.0,843206.0,-530540.0,-10.0,57.0,-36.0,11.0,-57.0,35.0,3.0,1.0,3.0,4.077,3.22,4.737,3.888,3.172,2.6
3.91,3.5,1.92,24.12,26.94,48.95,94.22,4.3,3.7,2.0,23.19,26.95,49.86,99.72,111259.0,124774.0,2904708.0,3.5,4.0,92.5,1.0,-0.5,0.85,2662327.0,2679077.0,-2668675.0,85.0,85.0,-85.0,-85.0,-85.0,89.0,2.0,2.0,1.0,7.941,5.077,4.43,4.788,4.522,2.741
1.73,3.53,4.97,54.33,26.72,18.95,94.21,1.81,3.8,5.5,55.39,26.38,18.23,100.26,807651.0,225415.0,127196.0,69.6,19.4,11.0,0.825,0.5,1.025,-301586.0,303685.0,460684.0,-26.0,26.0,40.0,28.0,-27.0,-42.0,1.0,1.0,1.0,2.76,4.197,5.851,2.601,4.547,6.14
2.57,3.17,2.82,36.71,29.81,33.48,94.45,2.76,3.3,2.96,36.12,30.21,33.68,99.69,194823.0,221319.0,529048.0,20.6,23.4,56.0,0.925,0.0,0.925,407479.0,214837.0,-620792.0,43.0,23.0,-66.0,-44.0,-21.0,67.0,2.0,1.0,3.0,3.851,3.816,4.173,2.861,2.675,4.318
2.9,3.04,2.59,32.51,31.03,36.46,94.28,3.05,3.35,2.7,32.89,29.95,37.16,100.31,465422.0,348466.0,462760.0,36.5,27.3,36.2,0.875,0.0,0.975,-142889.0,109287.0,27196.0,-11.0,9.0,2.0,12.0,-12.0,-1.0,1.0,1.0,1.0,4.588,3.626,5.136,3.8,3.319,3.742
2.0,3.19,4.1,47.27,29.67,23.06,94.57,2.04,3.35,4.7,48.95,29.81,21.25,99.86,254408.0,81117.0,67283.0,63.2,20.1,16.7,1.05,0.5,0.8,-116184.0,131066.0,86578.0,-29.0,33.0,22.0,34.0,-32.0,-28.0,2.0,2.0,1.0,4.393,3.881,5.347,2.516,2.538,6.856
2.58,3.15,2.81,36.49,29.97,33.55,94.32,2.76,3.45,2.9,36.34,29.07,34.59,100.3,222765.0,106769.0,247182.0,38.6,18.5,42.9,0.925,0.0,0.925,-38115.0,208363.0,-140112.0,-7.0,36.0,-24.0,6.0,-38.0,28.0,0.0,1.0,0.0,5.297,3.134,5.508,4.117,3.257,3.58
2.14,3.22,3.58,44.22,29.36,26.42,94.63,2.24,3.45,3.95,45.12,29.29,25.59,101.07,189691.0,69027.0,34549.0,64.7,23.5,11.8,0.95,0.25,0.9,-131641.0,55124.0,156798.0,-45.0,19.0,53.0,46.0,-20.0,-55.0,1.0,0.0,3.0,3.086,3.506,4.23,3.43,3.239,4.595
1.47,4.12,7.41,64.35,22.9,12.75,94.48,1.51,4.6,8.4,66.31,21.77,11.92,100.13,479936.0,42180.0,76574.0,80.2,7.0,12.8,1.025,1.0,0.825,-126013.0,404662.0,-44532.0,-21.0,68.0,-7.0,25.0,-69.0,0.0,3.0,1.0,3.0,4.471,4.972,8.955,4.422,4.949,11.638
1.48,4.2,6.81,63.75,22.42,13.84,94.24,1.54,4.7,7.2,64.87,21.26,13.87,99.9,1797663.0,300691.0,224201.0,77.4,12.9,9.7,1.075,1.0,0.775,-445846.0,909307.0,708308.0,-19.0,39.0,31.0,21.0,-42.0,-30.0,1.0,0.0,3.0,4.387,4.7,5.808,2.953,4.471,7.701
3.73,3.4,2.0,25.25,27.7,47.05,94.29,4.1,3.75,2.02,24.25,26.52,49.23,99.42,803567.0,544092.0,7330802.0,9.3,6.3,84.5,1.025,-0.5,0.825,5383837.0,6638116.0,-6129759.0,62.0,76.0,-71.0,-63.0,-77.0,80.0,3.0,2.0,3.0,17.393,6.867,6.059,4.23,5.408,2.536
2.25,3.11,3.41,42.0,30.33,27.67,94.45,2.32,3.3,3.7,42.92,30.17,26.91,99.57,291254.0,115910.0,126243.0,54.6,21.7,23.7,1.0,0.25,0.85,-142302.0,150904.0,66308.0,-27.0,28.0,12.0,30.0,-28.0,-14.0,1.0,1.0,1.0,5.357,3.191,10.01,3.68,2.456,6.646
1.96,3.39,3.94,48.13,27.86,24.01,94.53,1.99,3.6,4.6,50.37,27.84,21.79,100.24,2038908.0,335454.0,468714.0,71.7,11.8,16.5,1.1,0.5,0.75,-1214351.0,1635442.0,686992.0,-43.0,58.0,24.0,49.0,-58.0,-31.0,0.0,1.0,0.0,3.212,3.522,4.012,3.938,2.849,7.589
3.21,3.02,2.4,29.38,31.23,39.39,94.34,3.4,3.25,2.54,29.54,30.91,39.55,100.44,803347.0,126648.0,188734.0,71.8,11.3,16.9,0.775,0.0,1.075,-1612651.0,707123.0,639345.0,-144.0,63.0,57.0,144.0,-64.0,-57.0,0.0,5.0,0.0,8.616,3.153,5.267,4.064,3.018,4.161
2.11,3.13,3.76,44.73,30.16,25.11,94.43,2.18,3.25,4.2,45.67,30.63,23.7,99.56,115083.0,19508.0,16653.0,76.1,12.9,11.0,0.95,0.25,0.9,-99637.0,87843.0,81301.0,-66.0,58.0,54.0,70.0,-57.0,-56.0,1.0,0.0,3.0,5.885,3.85,7.283,2.291,2.221,6.335
2.32,3.2,3.16,40.73,29.46,29.81,94.33,2.32,3.55,3.5,43.17,28.21,28.62,100.15,549115.0,254644.0,359446.0,47.2,21.9,30.9,1.0,0.25,0.85,-110742.0,259219.0,-94856.0,-10.0,22.0,-8.0,16.0,-26.0,4.0,2.0,2.0,1.0,3.863,3.57,6.141,2.761,3.249,4.771
2.15,3.07,3.74,43.98,30.76,25.26,94.53,2.18,3.15,4.4,45.71,31.64,22.65,99.65,967390.0,222552.0,200384.0,69.6,16.0,14.4,0.95,0.25,0.9,-718584.0,689287.0,508636.0,-52.0,50.0,37.0,58.0,-48.0,-43.0,0.0,0.0,1.0,6.761,3.568,8.435,4.122,2.805,9.084
1.44,4.59,6.68,65.38,20.52,14.1,94.15,1.51,4.9,7.8,66.59,20.52,12.89,100.55,1202040.0,159118.0,111152.0,81.6,10.8,7.5,1.025,1.0,0.825,-342770.0,692632.0,605324.0,-23.0,47.0,41.0,25.0,-47.0,-46.0,3.0,2.0,3.0,3.725,7.301,6.702,2.342,3.299,7.532
2.25,3.08,3.46,42.0,30.73,27.28,94.5,2.34,3.2,3.85,42.75,31.26,25.98,100.04,222372.0,109458.0,145687.0,46.6,22.9,30.5,1.025,0.25,0.825,-42833.0,127251.0,-83378.0,-9.0,27.0,-17.0,11.0,-25.0,12.0,1.0,0.0,3.0,3.237,3.205,4.203,3.217,2.421,6.321
2.6,3.07,2.85,36.25,30.66,33.09,94.27,2.74,3.3,3.05,36.65,30.43,32.92,100.42,119911.0,90803.0,61932.0,44.0,33.3,22.7,0.875,0.0,0.975,-55910.0,-27004.0,83753.0,-21.0,-10.0,31.0,21.0,9.0,-31.0,1.0,1.0,1.0,5.423,3.081,5.683,2.677,3.222,3.821
1.27,6.03,9.37,74.25,15.66,10.08,94.47,1.29,6.8,12.0,77.09,14.62,8.29,99.45,2637885.0,133249.0,164875.0,89.8,4.5,5.6,1.025,1.75,0.825,-466863.0,2029916.0,957509.0,-16.0,69.0,33.0,21.0,-71.0,-44.0,3.0,1.0,3.0,2.234,6.811,18.888,1.89,6.039,11.027
4.08,3.77,1.82,23.15,25.04,51.82,94.48,4.6,4.2,1.85,21.83,23.9,54.27,100.42,274162.0,445455.0,3175590.0,7.0,11.4,81.5,0.85,-0.5,1.0,2634062.0,2024296.0,-1979635.0,68.0,52.0,-51.0,-70.0,-54.0,57.0,0.0,1.0,0.0,4.49,4.049,3.931,11.973,7.017,8.102
1.49,4.05,7.03,63.35,23.26,13.39,94.17,1.52,4.5,8.4,65.84,22.24,11.91,100.08,562040.0,52171.0,31899.0,87.0,8.1,4.9,1.05,1.0,0.8,-208191.0,411341.0,378158.0,-32.0,64.0,59.0,37.0,-65.0,-63.0,2.0,2.0,1.0,2.447,4.524,9.387,2.151,4.056,9.14
1.4,4.6,7.84,67.41,20.54,12.04,94.45,1.45,4.8,9.8,68.96,20.83,10.2,99.99,635496.0,93355.0,47981.0,81.8,12.0,6.2,0.9,1.0,0.95,-144637.0,328728.0,306618.0,-19.0,42.0,39.0,21.0,-41.0,-49.0,0.0,1.0,0.0,7.251,9.144,15.861,2.905,5.141,11.914
2.56,3.0,2.99,36.95,31.49,31.57,94.42,2.7,3.25,3.2,37.39,31.06,31.55,100.95,162502.0,63546.0,49615.0,58.9,23.1,18.0,0.875,0.0,0.975,-163092.0,69139.0,116895.0,-59.0,25.0,42.0,60.0,-27.0,-43.0,0.0,0.0,1.0,2.887,3.691,5.755,2.891,2.464,5.238
2.27,3.12,3.38,41.7,30.3,28.0,94.51,2.4,3.25,3.55,41.42,30.58,28.0,99.41,363503.0,81005.0,54205.0,72.9,16.2,10.9,1.05,0.25,0.8,-373694.0,235447.0,306285.0,-75.0,47.0,61.0,75.0,-46.0,-61.0,0.0,1.0,0.0,5.41,3.657,5.322,5.093,3.019,7.714
2.68,3.05,2.8,35.25,30.97,33.78,94.49,2.74,3.25,3.05,36.48,30.75,32.77,99.96,444078.0,231303.0,714186.0,32.0,16.6,51.4,0.875,0.0,0.975,172793.0,637832.0,-788700.0,12.0,46.0,-57.0,-9.0,-46.0,52.0,2.0,3.0,0.0,2.908,3.79,2.8,4.676,2.971,6.441
7.65,4.91,1.39,12.39,19.3,68.31,94.73,8.0,5.4,1.45,12.5,18.52,68.98,100.0,276316.0,386961.0,3009180.0,7.5,10.5,81.9,0.9,-1.0,0.95,1461929.0,1582868.0,-690854.0,40.0,43.0,-19.0,-39.0,-45.0,20.0,0.0,1.0,0.0,14.725,5.22,2.113,21.544,13.934,6.542
1.73,3.8,4.61,54.65,24.88,20.47,94.45,1.77,4.1,5.3,56.64,24.45,18.91,100.25,2200016.0,176850.0,313586.0,81.8,6.6,11.7,0.775,0.5,1.075,-1203576.0,1965367.0,1028446.0,-45.0,73.0,38.0,50.0,-74.0,-43.0,2.0,1.0,3.0,2.211,3.554,7.397,2.406,3.766,6.777
2.89,2.99,2.65,32.67,31.63,35.7,94.55,3.05,3.15,2.84,32.87,31.83,35.3,100.25,119937.0,191475.0,239477.0,21.8,34.8,43.5,0.925,0.0,0.925,185081.0,-52257.0,-129226.0,34.0,-9.0,-23.0,-33.0,10.0,22.0,4.0,0.0,3.0,5.712,4.275,7.061,5.671,4.24,5.045
1.86,3.28,4.58,50.63,28.78,20.59,94.38,1.94,3.5,5.2,51.88,28.76,19.36,100.65,1251069.0,169258.0,106102.0,82.0,11.1,7.0,0.95,0.5,0.9,-900645.0,934026.0,974699.0,-59.0,61.0,64.0,62.0,-61.0,-66.0,2.0,0.0,3.0,3.012,4.751,9.744,2.905,2.515,6.322
3.35,3.29,2.19,28.18,28.73,43.09,94.47,3.7,3.4,2.3,27.05,29.44,43.51,100.08,351561.0,437671.0,2428507.0,10.9,13.6,75.5,0.975,-0.25,0.875,1916963.0,1729658.0,-2367827.0,60.0,54.0,-74.0,-61.0,-53.0,75.0,2.0,0.0,3.0,6.271,3.825,4.646,5.593,2.229,3.305
1.19,6.91,13.11,79.11,13.68,7.21,94.51,1.23,7.8,16.5,81.15,12.8,6.05,99.81,1570235.0,62209.0,26095.0,94.7,3.8,1.6,1.05,2.25,0.8,-272850.0,1173309.0,1227972.0,-16.0,71.0,74.0,20.0,-73.0,-78.0,1.0,3.0,0.0,2.627,10.183,13.686,2.083,7.028,18.229
1.81,3.51,4.54,52.3,26.88,20.81,94.42,1.94,3.65,4.8,51.66,27.46,20.88,100.22,330046.0,114149.0,111428.0,59.4,20.5,20.1,0.95,0.5,0.9,-84666.0,138979.0,20769.0,-15.0,25.0,4.0,14.0,-24.0,-4.0,2.0,0.0,3.0,5.98,6.753,10.798,3.666,4.063,6.247
3.65,3.23,2.1,25.85,29.23,44.92,94.43,4.1,3.4,2.18,24.47,29.51,46.02,100.33,108077.0,97172.0,521956.0,14.9,13.4,71.8,0.95,-0.25,0.9,284089.0,396820.0,-410659.0,39.0,55.0,-56.0,-43.0,-54.0,60.0,1.0,1.0,1.0,7.307,4.37,5.182,4.937,2.311,3.316
3.3,3.15,2.29,28.65,30.01,41.34,94.48,3.6,3.25,2.4,27.72,30.7,41.58,99.79,105114.0,129145.0,844289.0,9.7,12.0,78.3,1.05,-0.25,0.8,700138.0,658827.0,-947746.0,65.0,61.0,-88.0,-66.0,-60.0,89.0,2.0,2.0,1.0,6.652,3.715,5.547,6.641,2.61,4.416
2.76,3.13,2.65,34.23,30.13,35.64,94.41,2.82,3.4,2.86,35.52,29.46,35.02,100.17,399755.0,194353.0,225016.0,48.8,23.7,27.5,0.925,0.0,0.925,-308185.0,158324.0,175578.0,-38.0,19.0,21.0,43.0,-21.0,-23.0,3.0,3.0,1.0,4.89,3.707,4.721,3.499,3.109,4.119
2.65,3.03,2.85,35.72,31.15,33.14,94.49,2.78,3.15,3.15,36.17,31.92,31.92,100.55,312483.0,97896.0,141874.0,56.6,17.7,25.7,0.925,0.0,0.925,-316450.0,243881.0,105350.0,-57.0,44.0,19.0,58.0,-43.0,-22.0,1.0,1.0,1.0,3.179,3.908,4.306,5.237,2.745,4.659
2.51,3.02,3.04,37.65,31.29,31.06,94.37,2.64,3.15,3.3,37.91,31.77,30.32,100.08,71897.0,46740.0,112221.0,31.1,20.2,48.6,0.825,0.0,1.025,41050.0,83627.0,-139471.0,18.0,36.0,-60.0,-17.0,-35.0,57.0,1.0,0.0,3.0,4.58,2.992,5.905,4.051,2.295,4.342
3.07,2.95,2.54,30.76,32.0,37.24,94.43,3.25,3.1,2.72,30.83,32.33,36.84,100.2,69239.0,34817.0,272283.0,18.4,9.3,72.4,0.875,0.0,0.975,151312.0,268406.0,-364271.0,40.0,71.0,-97.0,-40.0,-71.0,94.0,1.0,0.0,3.0,5.328,4.038,4.621,5.202,2.309,4.453
1.24,6.15,11.06,76.11,15.36,8.53,94.38,1.26,7.6,14.0,79.63,13.2,7.17,100.33,6176528.0,240790.0,163303.0,93.9,3.7,2.5,1.05,2.0,0.8,-1201804.0,4750617.0,4294379.0,-18.0,72.0,65.0,23.0,-76.0,-71.0,2.0,2.0,1.0,2.66,21.251,28.303,3.109,13.655,16.255
2.42,3.06,3.12,38.92,30.82,30.25,94.3,2.52,3.3,3.4,39.92,30.49,29.59,100.6,364776.0,182211.0,135492.0,53.4,26.7,19.9,0.775,0.0,1.075,-236757.0,81183.0,221806.0,-35.0,12.0,33.0,37.0,-13.0,-34.0,0.0,0.0,1.0,3.372,4.155,5.345,3.09,2.835,4.296
3.99,3.64,1.87,23.62,25.87,50.51,94.24,4.4,3.95,1.92,22.7,25.28,52.02,99.88,150963.0,171081.0,1277301.0,9.4,10.7,79.9,0.925,-0.5,0.925,935108.0,923575.0,-853073.0,58.0,58.0,-53.0,-60.0,-59.0,58.0,2.0,1.0,3.0,7.855,6.235,2.863,4.313,4.379,3.001
1.41,4.74,7.25,67.03,19.94,13.03,94.47,1.41,5.5,9.8,71.42,18.31,10.28,100.7,1049621.0,80664.0,82834.0,86.5,6.6,6.8,1.025,1.25,0.825,-266847.0,769467.0,401346.0,-22.0,63.0,33.0,29.0,-67.0,-48.0,2.0,1.0,3.0,2.325,4.073,12.477,3.255,4.769,10.572
1.83,3.44,4.54,51.7,27.48,20.81,94.46,1.88,3.7,5.0,53.08,26.97,19.96,99.79,490598.0,130198.0,191483.0,60.4,16.0,23.6,0.875,0.5,0.975,-110045.0,330546.0,-145136.0,-14.0,41.0,-18.0,17.0,-42.0,13.0,0.0,0.0,1.0,4.34,4.439,10.808,2.773,2.887,6.46
